name	x	y	z	size
A1	-56.5311813354492	-53.4720993041992	-9.11050605773926	0
A2	-60.658088684082	-48.4683456420898	-9.20839500427246	0
A3	-59.5916442871094	-49.8914489746094	11.1133060455322	0
A4	-64.753791809082	-47.8881759643555	13.8978147506714	0
A5	-58.334716796875	-44.318962097168	20.1769866943359	0
A6	-60.6249465942383	-40.6339797973633	36.5220108032227	0
A7	-47.1790390014648	-27.6486301422119	39.1915664672852	0
A8	-54.6570243835449	-25.6312808990479	45.3642272949219	0
A9	-53.7542495727539	-17.4267349243164	54.4512329101562	0
A10	-42.7979316711426	-18.9662342071533	48.1963500976562	0
A11	-41.8497543334961	-19.7463569641113	-25.5304527282715	0
A12	-34.7437286376953	-3.15825057029724	-46.9615440368652	0
A13	-18.1541385650635	-8.48805522918701	-34.1217269897461	0
A14	-20.3197975158691	-9.75521659851074	-24.4699974060059	0
A15	-25.1725730895996	-10.3523616790771	-25.1705055236816	0
A16	-34.7579612731934	-14.8271179199219	-22.0620231628418	0
A17	-36.5927848815918	-19.5303611755371	-16.9656734466553	0
A18	-22.3221321105957	-15.6490573883057	-12.074649810791	0
A19	-27.7081851959229	-15.3661756515503	-35.128002166748	0
A20	-31.6821098327637	-27.5732612609863	-23.1353511810303	0
A21	-28.0088157653809	-29.3095397949219	-26.1466312408447	0
A22	-24.8746223449707	-32.1321334838867	-9.95827293395996	0
A23	-28.97829246521	-35.2260360717773	-8.84930419921875	0
A24	-34.6219291687012	-36.4329299926758	-9.6676664352417	0
A25	-66.5303192138672	-26.3849983215332	-18.8108234405518	0
A26	-44.0136222839355	-40.5688781738281	-24.8969058990479	0
A27	-40.7863655090332	-46.5573768615723	-23.5911064147949	0
A28	-29.0374355316162	-54.7266311645508	-8.82956504821777	0
A29	-25.5127658843994	-60.2941703796387	-10.8853893280029	0
A30	-20.0305366516113	-61.7567672729492	-12.968729019165	0
A31	-14.0613555908203	-67.4984130859375	-5.63592147827148	0
A32	-8.05451488494873	-66.5891723632812	-2.72072076797485	0
A33	-44.0401763916016	-81.3374176025391	-6.98271942138672	0
A34	-39.8212356567383	-90.3787689208984	-8.99371528625488	0
A35	-31.29736328125	-95.6553573608398	-12.700213432312	0
A36	-25.3480606079102	-97.4003067016602	-18.3488960266113	0
A37	-26.4947357177734	-97.4189682006836	10.1356649398804	0
A38	-21.9449501037598	-99.6825866699219	15.3352127075195	0
A39	-4.52340841293335	-99.5571594238281	6.7111496925354	0
A40	-7.32814168930054	-67.0494766235352	13.040491104126	0
B1	-11.6945934295654	-24.8041172027588	-8.27998924255371	0
B2	-8.89048957824707	-26.0752067565918	-4.51663112640381	0
B3	-6.03109073638916	-27.514684677124	1.72001326084137	0
B4	-2.98142743110657	-32.4579124450684	11.3257703781128	0
B5	1.27132344245911	-38.6477813720703	12.9047012329102	0
B6	-2.7746856212616	-42.0499267578125	22.2918815612793	0
B7	-18.8215713500977	-64.8436737060547	12.6949272155762	0
B8	-10.3929080963135	-65.9418869018555	9.33259105682373	0
B9	-9.35090637207031	16.3761787414551	38.2074317932129	0
B10	-8.73954010009766	12.3770999908447	42.5856437683105	0
B11	-8.67801189422607	-0.882635712623596	44.1362991333008	0
B12	-10.1303148269653	-6.51141119003296	44.5232543945312	0
B13	-12.0377235412598	-25.8812713623047	39.6728477478027	0
B14	-3.31325483322144	-43.6797637939453	23.1606121063232	0
B15	-1.31969857215881	-49.9410171508789	27.6091194152832	0
B16	-17.9227333068848	-62.9037857055664	22.0103549957275	0
B17	-8.00967979431152	18.9785614013672	39.116771697998	0
B18	-6.62400531768799	12.4308052062988	52.540657043457	0
B19	-5.21921300888062	8.91836071014404	52.0327453613281	0
B20	-8.95413398742676	-14.2932910919189	46.419075012207	0
B21	-12.4053249359131	-32.9772834777832	41.9121894836426	0
B22	-1.61637914180756	-41.103874206543	27.6244773864746	0
B23	-2.09864616394043	-41.9189186096191	33.4357681274414	0
B24	-1.620356798172	-66.7059173583984	29.0727882385254	0
B25	-18.6721382141113	43.4050331115723	39.1621017456055	0
B26	-3.06432271003723	24.1976222991943	42.4423294067383	0
B27	-3.75142288208008	10.9729337692261	66.6996612548828	0
B28	-12.3790950775146	6.70438385009766	68.9102096557617	0
B29	-11.1214113235474	-37.238452911377	44.2746505737305	0
B30	-2.53551816940308	-38.5469398498535	41.4187088012695	0
B31	-6.17268085479736	-38.9562606811523	34.7144584655762	0
B32	-2.76956105232239	-63.4196968078613	33.7953300476074	0
B33	-21.6708679199219	25.056095123291	39.9181747436523	0
B34	-19.4503421783447	38.0217170715332	40.4746322631836	0
B35	-21.2964992523193	7.51719665527344	67.2828979492188	0
B36	-17.9088859558105	3.07564783096313	71.3567123413086	0
B37	-3.348961353302	-32.3241119384766	56.4533805847168	0
B38	-6.35402584075928	-46.1355171203613	42.8921737670898	0
B39	-8.20888805389404	-49.5127944946289	42.9729919433594	0
B40	-3.96612358093262	-58.8957405090332	36.7756614685059	0
B41	-26.1511878967285	15.0431089401245	43.3116760253906	0
B42	-26.2031497955322	15.6432371139526	50.2194519042969	0
B43	-21.6073780059814	11.297004699707	51.6499557495117	0
B44	-22.3372249603271	4.8748197555542	56.8829879760742	0
